committed,environment,match_formal,method,mismatch,repeat,repeat_deterministic,repeat_difference,selected_candidate,semantic_status,state_id,typed_reason
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,204bf2b567d88f8e931cfe6bec4e7c00686259e0c3ee261eba2d37598286a280,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,21762d6d6a7f8ee822b1fc7c0ab62680934b41ce005493f9d92edff6e349ce03,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,2211e7fc233d3f44550a3487042a97d8b30645fc3956b09e879d5faa3cb90649,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22729b41d07f36ef7c2897a21d8d89d3c7b2abb21f5249b5a721a1dfce0f7e0a,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,22a6fc41ce4db8d437f1cfbb962471b280dc2d651916775c2250a645c8546915,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},terminal-zero-hold,CERTIFIED_TERMINAL_ACTION,235e1bb5094b3e24617a36b9db8b226891327b847618ba7632b3dfe1e67ead91,CERTIFIED_TERMINAL_ACTION
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,241d4b8b592a08407d1f663e2e0439e35140b1b8356e32ca03083b8da5f7e9bb,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274a5a83db528364efc054111e3a2be386dd22d2d5d7303088c67a50d6b04b8f,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,274cfe4d06a4bba970b364b3ced72c1758f65f383a4ff23eecf36593964775dd,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B0_CURRENT_CBF_ONLY,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,B0_CURRENT_FULL_QUERY_AND_ACTUATOR_PASS
True,E1_REPLICA_GT_FINE,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,B1_IMMEDIATE_SEGMENT_PASS
True,E1_REPLICA_GT_FINE,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,CERTIFIED_NOMINAL_CONTROL
True,E1_REPLICA_GT_FINE,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},PRIMARY-CBF-FILTERED,CERTIFIED_NOMINAL_CONTROL,284cffa5c7386cbcb13718924fef577ac22e98e0a3cc1d74a6c3f333d125aca5,CERTIFIED_NOMINAL_CONTROL
False,E5_STONEHENGE_SAFER,True,B0_CURRENT_CBF_ONLY,{},1,,,,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B0_CURRENT_CBF_ONLY,{},2,True,{},,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B1_PLUS_SWEPT_SEGMENT,{},2,True,{},,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B2_PLUS_TERMINAL_BACKUP,{},2,True,{},,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},2,True,{},,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,0134302ab41076889b51193a28030c4b4c593c7d49d324db7384fadf8e4292c7,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B0_CURRENT_CBF_ONLY,{},1,,,,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,04064bec00d45d558ae52ec3b1ab673505dd7df8e23062cb792b4e5a0fc2403d,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B1_PLUS_SWEPT_SEGMENT,{},1,,,,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,04064bec00d45d558ae52ec3b1ab673505dd7df8e23062cb792b4e5a0fc2403d,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B2_PLUS_TERMINAL_BACKUP,{},1,,,,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,04064bec00d45d558ae52ec3b1ab673505dd7df8e23062cb792b4e5a0fc2403d,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B3_FULL_UNIFIED_WITH_DIRECTIONAL_ALTERNATIVES,{},1,,,,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,04064bec00d45d558ae52ec3b1ab673505dd7df8e23062cb792b4e5a0fc2403d,PrimalInfeasible
False,E5_STONEHENGE_SAFER,True,B0_CURRENT_CBF_ONLY,{},2,True,{},,FAIL_CLOSED_CURRENT_CBF_INFEASIBLE,04064bec00d45d558ae52ec3b1ab673505dd7df8e23062cb792b4e5a0fc2403d,PrimalInfeasible
