row_id,metric_name,formula,formula_source,threshold,units,comparator,threshold_source,first_introduced_task,first_commit,source_file,source_line,rationale_text,affected_maps,later_versions,changed_without_calibration,decision_role,scientifically_defensible,current_recommendation,failure_implication,non_implication
T00262,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,>=,UNDOCUMENTED_OR_UNRESOLVED,arkitscenes_splatam_m1_learned_map_qualification_v1,26695aed7dec199c40ef7977e1885fdc2d2ecca1,reproduction/cross_dataset/arkitscenes_splatam_m1_learned_map_qualification_v1/run_clearance_audit.py,89,"signed = info[""phi""] * torch.sqrt(torch.clamp(torch.abs(h), min=0))",ARKitScenes,computed_in_threshold_version_history.json,True,DIAGNOSTIC_WARNING,False,resolve_provenance_before_reuse,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00263,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,==,UNDOCUMENTED_OR_UNRESOLVED,replica_rgbd_gaussian_mapping_frontend_qualification_v1,e2e6a48253df2a930f5dd0a3e09788adc5f53eb0,reproduction/cross_dataset/replica_rgbd_gaussian_mapping_frontend_qualification_v1/_frontend_runner.py,109,"prefix = ""SMOKE"" if stage == ""smoke"" else ""QUALIFICATION_PILOT""; status = f""{prefix}_RESOURCE_LIMIT_EXCEEDED"" if info[""timeout""] else f""{prefix}_CHECKPOINT_FAILURE"" if info[""returncode""] == 0 and not required.is_file() else f""{prefix}_ALGORITHM_FAILURE"" if info[""returncode""] else f""{prefix}_MAP_COMPLETE_PENDING_SHARED_EVALUATION""",Replica,computed_in_threshold_version_history.json,True,DIAGNOSTIC_WARNING,False,resolve_provenance_before_reuse,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00264,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,>=,SOFTWARE_NUMERICAL_TOLERANCE,replica_scene_asset_coverage_audit_v1,9db612569bc37e0f945605f3d73598a04474e63c,reproduction/cross_dataset/replica_scene_asset_coverage_audit_v1/independent_mesh_raycast_summary.json,15,"""dominant_component"": 0,",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00265,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,==,SOFTWARE_NUMERICAL_TOLERANCE,replica_scene_asset_coverage_audit_v1,9db612569bc37e0f945605f3d73598a04474e63c,reproduction/cross_dataset/replica_scene_asset_coverage_audit_v1/inventory_replica_scene_assets.py,21,"return {""readable"":nonfinite==0,""encoding"":""raw_little_endian_float16_interleaved_rgb_ptex_tile_payload"",""dimensions"":""Ptex tiled; no standalone raster dimensions"",""channels"":3,""dtype"":""float16"",""mean_luminance"":total/count if count else None,""all_black"":nonzero==0,""all_transparent"":False,""nonfinite_value_count"":nonfinite}",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00266,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,>=,SOFTWARE_NUMERICAL_TOLERANCE,replica_scene_asset_coverage_audit_v1,9db612569bc37e0f945605f3d73598a04474e63c,reproduction/cross_dataset/replica_scene_asset_coverage_audit_v1/replica_rgb_only_frame_0034_audit.json,24,"""dominant_component"": 0,",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00267,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,>,SOFTWARE_NUMERICAL_TOLERANCE,replica_splatam_protocol_conformance_pilot_v1,54fc86e2d77a0c24fad12ece927f2e396f6bfce4,reproduction/cross_dataset/replica_splatam_protocol_conformance_pilot_v1/protocol_driver.py,315,"operational = checkpoint.is_file() and int(z[""means3D""].shape[0]) > 0 and finite and positive and rerender[""holdout_frame_count""] == 8 and rerender[""metrics""][""nonfinite_prediction_count""] == 0 and all(value <= 1e-9 for value in regress.values())",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00268,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,==,SOFTWARE_NUMERICAL_TOLERANCE,replica_splatam_protocol_conformance_pilot_v1,54fc86e2d77a0c24fad12ece927f2e396f6bfce4,reproduction/cross_dataset/replica_splatam_protocol_conformance_pilot_v1/protocol_driver.py,315,"operational = checkpoint.is_file() and int(z[""means3D""].shape[0]) > 0 and finite and positive and rerender[""holdout_frame_count""] == 8 and rerender[""metrics""][""nonfinite_prediction_count""] == 0 and all(value <= 1e-9 for value in regress.values())",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00269,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_exact_pr33_c3_refinement_ablation_v1,873db911631d30f724c8547269454c6cc492cca0,reproduction/cross_dataset/tum_exact_pr33_c3_refinement_ablation_v1/audit_e3_static_safer_g0.py,259,"source_identity = {""pr32_commit"": PR32_COMMIT, ""adapter_path"": PR32_ADAPTER_PATH, ""adapter_git_blob_sha"": adapter_blob, ""adapter_recovery"": adapter_recovery, ""adapter_sha256"": sha_text(adapter_bytes), ""adapter_ast_sha256"": sha_text(adapter_ast), ""adapter_contract"": ""exp(raw scales), sigmoid(raw opacities), normalized wxyz, R@diag(scale)^2@R.T, unfiltered GSplatLoader.query_distance"", ""query_contract"": ""splat.gsplat_utils.GSplatLoader.query_distance(distance_type=ball-to-ellipsoid, radius=0.0)"", ",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00270,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,==,SOFTWARE_NUMERICAL_TOLERANCE,tum_exact_pr33_c3_refinement_ablation_v1,873db911631d30f724c8547269454c6cc492cca0,reproduction/cross_dataset/tum_exact_pr33_c3_refinement_ablation_v1/audit_e3_static_safer_g0.py,313,"gradient_summary = {""gradient_shape"": list(grad_a.shape), ""finite_count"": int(torch.isfinite(grad_a).all(dim=-1).sum().item()), ""nonfinite_count"": int((~torch.isfinite(grad_a).all(dim=-1)).sum().item()), ""zero_gradient_count"": int((grad_norms == 0).sum().item()), ""autograd_success"": True, ""autograd_path"": ""task-owned non-inplace algebraic form of the unchanged GSplatLoader ball-to-ellipsoid h"", ""functional_h_max_abs_diff_vs_official_query"": functional_h_max_abs_diff, ""functional_active_indices_m",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00271,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,>,PROJECT_HEURISTIC,tum_splatam_direct_safe_baseline_gate_v1,b8071042015745bc55fa3e109ab1292a3b715f2a,reproduction/cross_dataset/tum_splatam_direct_safe_baseline_gate_v1/gate_core.py,170,"lower_bound = torch.where(exterior > 0, exterior.square() - RADIUS ** 2, torch.full_like(exterior, -float(""inf"")))",TUM,computed_in_threshold_version_history.json,True,DIAGNOSTIC_WARNING,False,descriptive_only_pending_calibration,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00272,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_direct_safe_baseline_gate_v1,b8071042015745bc55fa3e109ab1292a3b715f2a,reproduction/cross_dataset/tum_splatam_direct_safe_baseline_gate_v1/gate_core.py,217,"summary = {""status"": ""PASS"", ""endpoint_count"": len(rows), ""endpoint_float32_safe_candidate_count"": sum(x[""endpoint_classification""] == ""ENDPOINT_FLOAT32_SAFE_CANDIDATE"" for x in rows), ""negative_or_boundary_count"": sum(x[""h_float32""] <= 0 for x in rows), ""nonfinite_count"": sum(not x[""finite""] for x in rows), ""world_position_sha256"": position_sha(positions), ""radius"": RADIUS, ""complete_map"": True, ""no_filtering"": True, ""no_downsampling"": True, ""runtime_seconds"": time.perf_counter() - started, ""qu",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00273,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,<,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_direct_safe_baseline_gate_v1,b8071042015745bc55fa3e109ab1292a3b715f2a,reproduction/cross_dataset/tum_splatam_direct_safe_baseline_gate_v1/gate_core.py,278,"results[pair[""pair_id""]] = {**pair, ""classification"": classification, ""sample_count"": 33, ""min_float32_h"": min(hs), ""negative_sample_count"": sum(h < 0 for h in hs), ""nonfinite_sample_count"": sum(not sample[""finite""] for sample in samples), ""minimum_sample_t"": int(np.argmin(hs)) / 32.0, ""active_gaussian_change_count"": sum(a[""active_gaussian""] != b[""active_gaussian""] for a, b in zip(samples, samples[1:])), ""samples"": samples}",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00274,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,==,UNDOCUMENTED_OR_UNRESOLVED,tum_splatam_direct_safe_baseline_gate_v1,b8071042015745bc55fa3e109ab1292a3b715f2a,reproduction/cross_dataset/tum_splatam_direct_safe_baseline_gate_v1/postprocess_direct_safe_baseline_v1_1.py,126,"""qp_infeasible_zero"": terminal.count(""QP_INFEASIBLE"") == 0,",TUM,computed_in_threshold_version_history.json,True,DIAGNOSTIC_WARNING,False,resolve_provenance_before_reuse,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00275,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,<,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_dt_triggered_v4c_recovery_v1,519478a541ab114e7877b365b93e54a0b049e119,reproduction/cross_dataset/tum_splatam_dt_triggered_v4c_recovery_v1/run_dt_triggered_v4c_rollout.py,41,"summary={'label':a.label,'arm':a.arm,'start_frame':a.start,'goal_frame':a.goal,'steps':len(rows),'stop_reason':reason,'goal_reached':goal_reached,'progress':progress,'min_float32_h':min(hs) if hs else None,'negative_h_step_count':sum(v<0 for v in hs),'first_strict_trigger_step':None if not trigs else trigs[0]['step'],'trigger_count':len(trigs),'recovery_activation_count':len(acts),'recovery_active_steps':len(acts),'longest_recovery_episode':1 if acts else 0,'retrigger_count':max(0,len(acts)-1),'",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00276,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,==,UNDOCUMENTED_OR_UNRESOLVED,tum_splatam_global_progress_limitation_audit_v1,65b071debbb0dcbaca07c7b175d894e4b2ed2fcf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/audit_core.py,83,"data[""identity_ok""] = bool(data[""paused_manifest_sha256""] == PAUSED_MANIFEST_SHA and paused_states.get(""TERMINAL_SCIENTIFIC_RESULT"") == 2 and paused_states.get(""RUNNING"", 0) == 0 and paused_states.get(""FAILED_INFRASTRUCTURE"", 0) == 0)",TUM,computed_in_threshold_version_history.json,True,DIAGNOSTIC_WARNING,False,resolve_provenance_before_reuse,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00277,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,<,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_global_progress_limitation_audit_v1,65b071debbb0dcbaca07c7b175d894e4b2ed2fcf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/audit_core.py,287,"base = {""trajectory_id"": record[""trajectory_id""], ""pair_id"": record[""pair_id""], ""arm"": record[""arm""], ""source_task"": record[""source_task""], ""step_count"": len(rows), ""terminal_status"": record[""terminal_status""], ""reached_goal"": bool(summary.get(""goal_reached"", summary.get(""reached_goal"", False))), ""float32_proxy_overlap_stop"": ""overlap"" in str(record[""terminal_status""]).lower() or ""collision"" in str(record[""terminal_status""]).lower(), ""robust_overlap_status"": ""CERTIFIED_ROBUST_OVERLAP"" if record[",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00278,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,>,PROJECT_HEURISTIC,tum_splatam_global_progress_limitation_audit_v1,f98310f8aefa9b374c5f9af7ca7103b10e447ebf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/navigation_protocol_gap_audit_v1/navigation_audit_core.py,170,"lower_bound = torch.where(exterior > 0, exterior.square() - RADIUS ** 2, torch.full_like(exterior, -float(""inf"")))",TUM,computed_in_threshold_version_history.json,True,DIAGNOSTIC_WARNING,False,descriptive_only_pending_calibration,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00279,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,>,SOFTWARE_NUMERICAL_TOLERANCE,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/build_surface_oriented_prior.py,84,"& np.isfinite(rotation).all(axis=(1, 2)) & (determinant > 0.0)",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00280,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0,count_or_native_unit,>,PROJECT_HEURISTIC,tum_tuned_surface_geometry_ablation_v1,9256d24ae1806cc0b2e54cb870fa24517f7c9cef,reproduction/cross_dataset/tum_tuned_surface_geometry_ablation_v1/evaluate_surface_metrics.py,10,"h,w=depth.shape; u,v=np.meshgrid(np.arange(w,dtype=np.float32),np.arange(h,dtype=np.float32)); p=np.stack(((u-cx)/fx*depth,(v-cy)/fy*depth,depth),-1); vx=p[1:-1,2:]-p[1:-1,:-2]; vy=p[2:,1:-1]-p[:-2,1:-1]; n=np.cross(vx,vy); n/=np.maximum(np.linalg.norm(n,axis=-1,keepdims=True),np.finfo(np.float32).tiny); n[n[...,2]>0]*=-1; full=np.zeros((h,w,3),np.float32); full[1:-1,1:-1]=n; return full",TUM,computed_in_threshold_version_history.json,True,DIAGNOSTIC_WARNING,False,descriptive_only_pending_calibration,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00281,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1e-09,count_or_native_unit,<=,SOFTWARE_NUMERICAL_TOLERANCE,replica_splatam_protocol_conformance_pilot_v1,54fc86e2d77a0c24fad12ece927f2e396f6bfce4,reproduction/cross_dataset/replica_splatam_protocol_conformance_pilot_v1/protocol_driver.py,315,"operational = checkpoint.is_file() and int(z[""means3D""].shape[0]) > 0 and finite and positive and rerender[""holdout_frame_count""] == 8 and rerender[""metrics""][""nonfinite_prediction_count""] == 0 and all(value <= 1e-9 for value in regress.values())",Replica,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00282,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1.62981450558e-09,count_or_native_unit,>=,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_dt_triggered_v4c_recovery_v1,519478a541ab114e7877b365b93e54a0b049e119,reproduction/cross_dataset/tum_splatam_dt_triggered_v4c_recovery_v1/heldout_intervention_summary.json,1,"{""pairs"":[{""pair"":""1->51"",""stop"":""max_steps"",""progress"":0.6301690885412257,""trigger_count"":1,""min_float32_h"":1.6298145055770874e-09,""robust_overlap"":false},{""pair"":""8->58"",""stop"":""max_steps"",""progress"":0.05086318378411814,""trigger_count"":0,""min_float32_h"":1.2078089639544487e-09,""robust_overlap"":false},{""pair"":""9->59"",""stop"":""max_steps"",""progress"":0.12213822719816503,""trigger_count"":1,""min_float32_h"":3.055902197957039e-10,""robust_overlap"":false}],""new_robust_overlap_count"":0,""qp_infeasible"":0,""no",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00283,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1e-08,count_or_native_unit,>,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_global_progress_limitation_audit_v1,65b071debbb0dcbaca07c7b175d894e4b2ed2fcf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/audit_core.py,287,"base = {""trajectory_id"": record[""trajectory_id""], ""pair_id"": record[""pair_id""], ""arm"": record[""arm""], ""source_task"": record[""source_task""], ""step_count"": len(rows), ""terminal_status"": record[""terminal_status""], ""reached_goal"": bool(summary.get(""goal_reached"", summary.get(""reached_goal"", False))), ""float32_proxy_overlap_stop"": ""overlap"" in str(record[""terminal_status""]).lower() or ""collision"" in str(record[""terminal_status""]).lower(), ""robust_overlap_status"": ""CERTIFIED_ROBUST_OVERLAP"" if record[",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00284,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1e-08,count_or_native_unit,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_global_progress_limitation_audit_v1,65b071debbb0dcbaca07c7b175d894e4b2ed2fcf,reproduction/cross_dataset/tum_splatam_global_progress_limitation_audit_v1/audit_core.py,287,"base = {""trajectory_id"": record[""trajectory_id""], ""pair_id"": record[""pair_id""], ""arm"": record[""arm""], ""source_task"": record[""source_task""], ""step_count"": len(rows), ""terminal_status"": record[""terminal_status""], ""reached_goal"": bool(summary.get(""goal_reached"", summary.get(""reached_goal"", False))), ""float32_proxy_overlap_stop"": ""overlap"" in str(record[""terminal_status""]).lower() or ""collision"" in str(record[""terminal_status""]).lower(), ""robust_overlap_status"": ""CERTIFIED_ROBUST_OVERLAP"" if record[",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00285,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1e-07,count_or_native_unit,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_exact_pr33_c3_refinement_ablation_v1,873db911631d30f724c8547269454c6cc492cca0,reproduction/cross_dataset/tum_exact_pr33_c3_refinement_ablation_v1/audit_e3_static_safer_g0.py,313,"gradient_summary = {""gradient_shape"": list(grad_a.shape), ""finite_count"": int(torch.isfinite(grad_a).all(dim=-1).sum().item()), ""nonfinite_count"": int((~torch.isfinite(grad_a).all(dim=-1)).sum().item()), ""zero_gradient_count"": int((grad_norms == 0).sum().item()), ""autograd_success"": True, ""autograd_path"": ""task-owned non-inplace algebraic form of the unchanged GSplatLoader ball-to-ellipsoid h"", ""functional_h_max_abs_diff_vs_official_query"": functional_h_max_abs_diff, ""functional_active_indices_m",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00286,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1e-06,count_or_native_unit,>,SOFTWARE_NUMERICAL_TOLERANCE,arkitscenes_depth_confidence_p99_tail_audit_v1,a35ec170aba60de821ecbad56642f092c70df792,reproduction/cross_dataset/arkitscenes_depth_confidence_p99_tail_audit_v1/audit_full_train_depth_geometry.py,311,"if result[""reprojection_max_px""] > 1e-5 or result[""depth_unit_max_error_m""] > 1e-6 or result[""nonfinite""] != 0:",ARKitScenes,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00287,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1e-06,count_or_native_unit,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_exact_functional_autograd_solver_parity_v1,5aefe713fd44b430489c64f4a8e752c5abc883e1,reproduction/cross_dataset/tum_exact_functional_autograd_solver_parity_v1/current_functional/current_functional_source.py,26,"vals=np.array([x[0] for x in rows]);fun=np.array([x[1] for x in rows]);gr=np.stack([x[2] for x in rows]);out={'method':a.method,'functional_autograd':True,'finite_count':int(np.isfinite(gr).all(1).sum()),'nonfinite_count':int((~np.isfinite(gr).all(1)).sum()),'functional_h_max_abs_diff_vs_official':float(np.abs(vals-fun).max()),'gradient_norm_min':float(np.linalg.norm(gr,axis=1).min()),'gradient_norm_max':float(np.linalg.norm(gr,axis=1).max()),'status':'PASS' if np.isfinite(gr).all() and np.abs(v",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00288,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1e-05,count_or_native_unit,>,SOFTWARE_NUMERICAL_TOLERANCE,arkitscenes_depth_confidence_p99_tail_audit_v1,a35ec170aba60de821ecbad56642f092c70df792,reproduction/cross_dataset/arkitscenes_depth_confidence_p99_tail_audit_v1/audit_full_train_depth_geometry.py,311,"if result[""reprojection_max_px""] > 1e-5 or result[""depth_unit_max_error_m""] > 1e-6 or result[""nonfinite""] != 0:",ARKitScenes,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00289,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,1e-05,count_or_native_unit,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_g0_checkpoint_entry_audit_v1,8cd615f9f7c64f3fe19e4848669e865fad5e4c29,reproduction/cross_dataset/tum_g0_checkpoint_entry_audit_v1/G0_GATE_REGISTRY.json,98,"""rotation_determinant_error_max"": 1e-05,",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00290,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0.001,count_or_native_unit,<=,SOFTWARE_NUMERICAL_TOLERANCE,tum_splatam_direct_safe_baseline_gate_v1,b8071042015745bc55fa3e109ab1292a3b715f2a,reproduction/cross_dataset/tum_splatam_direct_safe_baseline_gate_v1/gate_core.py,340,"summary = {""selected_from_coarse_clear_count"": len(selected), ""dense_sample_clear_candidate_count"": sum(row[""classification""] == ""DENSE_SAMPLE_CLEAR_CANDIDATE"" for row in summaries), ""dense_sample_blocked_count"": sum(row[""classification""] == ""DENSE_SAMPLE_BLOCKED"" for row in summaries), ""dense_sample_nonfinite_count"": sum(row[""classification""] == ""DENSE_SAMPLE_NONFINITE"" for row in summaries), ""runtime_seconds"": time.perf_counter() - started, ""pairs"": summaries, ""sampling_rule"": ""max(257, ceil(s",TUM,computed_in_threshold_version_history.json,False,INTEGRITY_HARD_GATE,True,retain_as_integrity_gate,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
T00291,nonfinite_count,project-recorded scalar or contract field; see source row,PROJECT_DEFINED_METRIC,0.0126951159909,count_or_native_unit,<=,UNDOCUMENTED_OR_UNRESOLVED,replica_bounded_direct_goal_safer_fas_cbf_benchmark_v1,fcb9b54541e331d5981ba9dfc8132313fb5cd429,reproduction/cross_dataset/replica_bounded_direct_goal_safer_fas_cbf_benchmark_v1/report/method_summary_diagnostic20.json,1,"{""methods"":{""M0_BOUNDED_SAFER"":{""active_constraint_median"":205.8671388319181,""candidate_median"":205.8671388319181,""collisions"":0,""controller_max_s"":0.012695115990936756,""controller_median_s"":0.0006119704921729863,""controller_p90_s"":0.003593849542085086,""controller_p95_s"":0.004293183615664021,""controller_p99_s"":0.008551121900090948,""controller_samples"":5230,""deadline_miss_count"":0,""deadline_miss_rate"":0.0,""forced_candidate_median"":0.0,""map_admissible"":20,""mean_progress_m"":1.0524510039852124,""medi",Replica;SAFER official,computed_in_threshold_version_history.json,True,DIAGNOSTIC_WARNING,False,resolve_provenance_before_reuse,integrity failure when nonfinite values enter required outputs,"does not establish universal cross-dataset navigation usability without authority, domain, and physical contract"
